Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1996,1.49,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1995,1.55,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1994,1.57,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1993,1.74,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1992,1.97,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1991,2.01,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1990,2.03,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1989,1.98,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1988,2.02,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1987,2.11,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1986,2.12,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1985,2.08,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1984,2.07,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1983,2.1,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1982,1.97,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1981,1.98,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1980,1.99,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1979,2.05,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1978,2.08,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1977,2.14,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1976,2.18,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1975,2.18,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1974,2.21,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1973,2.22,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1972,2.34,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1971,2.41,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1970,2.4,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1969,2.3,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1968,2.24,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1967,2.23,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1966,2.22,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1965,2.23,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1964,2.28,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1963,2.35,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1962,2.45,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1961,2.53,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1960,2.56,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2021,1.38,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2020,1.36,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2019,1.34,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2018,1.38,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2017,1.39,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2016,1.41,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2015,1.47,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2014,1.5,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2013,1.55,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2012,1.57,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2011,1.52,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2010,1.63,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2009,1.59,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2008,1.61,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2007,1.61,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2006,1.65,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2005,1.63,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2004,1.66,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2003,1.62,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2002,1.63,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2001,1.66,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,2000,1.76,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1999,1.74,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1998,1.68,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1997,1.71,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1996,1.77,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1995,1.7,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1994,1.72,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1993,1.7,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1992,1.64,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1991,1.6,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1990,1.6,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1989,1.52,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1988,1.51,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1987,1.4,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1986,1.43,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1985,1.38,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1984,1.42,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1983,1.43,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1982,1.49,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1981,1.55,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1980,1.5,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1979,1.48,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1978,1.48,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1977,1.5,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1976,1.48,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1975,1.55,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1974,1.58,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1973,1.58,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1972,1.75,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1971,1.95,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1970,1.97,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1969,2.02,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1968,2.12,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1967,2.24,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1966,2.34,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1965,2.42,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1964,2.34,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1962,2.37,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1960,2.29,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2021,1.088,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2020,1.072,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2019,1.077,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2018,1.104,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2017,1.123,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2016,1.175,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2015,1.196,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2014,1.224,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2013,1.199,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2012,1.184,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2011,1.115,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2010,1.042,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2009,0.986,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2008,0.947,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2007,0.918,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2006,0.874,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2005,0.834,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2004,0.8,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2003,0.792,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2002,0.8,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2001,0.84,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,2000,0.912,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1999,0.991,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1998,1.073,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1997,1.163,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1996,1.254,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1995,1.341,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1994,1.42,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1993,1.48,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1992,1.567,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1991,1.638,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1990,1.74,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1989,1.814,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1988,1.838,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1987,1.943,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1986,2.041,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1985,2.101,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1984,2.074,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1983,2.036,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1982,1.964,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1981,1.874,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1980,1.782,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1979,1.664,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1978,1.561,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1977,1.536,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1976,1.542,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1975,1.597,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1974,1.685,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1973,1.772,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1972,1.866,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1971,1.961,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1970,2.095,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1969,2.349,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1968,2.677,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1967,3.086,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1966,3.473,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1965,3.838,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1964,4.16,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1963,4.393,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1962,4.533,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1961,4.731,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1960,4.933,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2021,3.851,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2020,3.918,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2019,3.978,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2018,4.043,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2017,4.109,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2016,4.163,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2015,4.183,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2014,4.247,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2013,4.358,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2012,4.466,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2011,4.607,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2010,4.755,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2009,4.87,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2008,4.933,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2007,4.997,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2006,5.056,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2005,5.095,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2004,5.133,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2003,5.172,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2002,5.225,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2001,5.323,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,2000,5.403,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1999,5.549,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1998,5.675,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1997,5.801,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1996,5.888,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1995,5.946,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1994,5.99,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1993,6.041,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1992,6.08,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1991,6.122,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1990,6.161,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1989,6.177,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1988,6.214,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1987,6.287,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1986,6.307,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1985,6.353,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1984,6.41,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1983,6.477,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1982,6.554,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1981,6.637,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1980,6.725,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1979,6.813,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1978,6.898,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1977,6.976,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1976,7.044,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1975,7.102,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1974,7.149,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1973,7.188,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1972,7.221,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1971,7.248,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1970,7.27,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1969,7.286,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1968,7.297,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1967,7.304,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1966,7.307,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1965,7.308,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1964,7.307,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1963,7.305,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1962,7.303,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1961,7.301,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,1960,7.3,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2021,3.917,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2020,3.995,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2019,4.072,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2018,4.14,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2017,4.22,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2016,4.309,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2015,4.452,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2014,4.612,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2013,4.778,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2012,4.924,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2011,5.106,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2010,5.274,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2009,5.453,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2008,5.605,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2007,5.736,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2006,5.841,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2005,5.91,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2004,5.93,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2003,5.942,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2002,5.96,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2001,5.993,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,2000,6.036,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1999,6.152,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1998,6.235,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1997,6.258,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1996,6.314,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1995,6.416,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1994,6.508,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1993,6.585,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1992,6.648,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1991,6.717,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1990,6.809,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1989,6.907,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1988,7.022,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1987,7.149,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1986,7.221,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1985,7.291,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1984,7.357,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1983,7.435,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1982,7.513,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1981,7.544,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1980,7.567,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1979,7.509,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1978,7.48,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1977,7.46,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1976,7.43,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1975,7.403,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1974,7.374,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1973,7.364,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1972,7.348,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1971,7.33,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1970,7.315,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1969,7.29,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1968,7.276,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1967,7.22,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1966,7.161,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1965,7.108,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,1964,7.095,
